"OCQ350.Code.or.Value","OCQ350.Value.Description","OCQ350.Count","OCQ350.Cumulative","OCQ350.Skip.to.Item"
"1","Yes",570,570,""
"2","No",494,1064,"OCD390G"
"7","Refused",0,1064,"OCD390G"
"9","Don't know",0,1064,"OCD390G"
".","Missing",5570,6634,""
