"AUXRR127.Code.or.Value","AUXRR127.Value.Description","AUXRR127.Count","AUXRR127.Cumulative","AUXRR127.Skip.to.Item"
"-46 to 45","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
