"AUXLR142.Code.or.Value","AUXLR142.Value.Description","AUXLR142.Count","AUXLR142.Cumulative","AUXLR142.Skip.to.Item"
"-63 to 44","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
