"AUXLR270.Code.or.Value","AUXLR270.Value.Description","AUXLR270.Count","AUXLR270.Cumulative","AUXLR270.Skip.to.Item"
"-20 to 71","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
