"RFXC007.Code.or.Value","RFXC007.Value.Description","RFXC007.Count","RFXC007.Cumulative","RFXC007.Skip.to.Item"
"-3.286 to 3.295","Range of Values",51075,51075,NA
".","Missing",1,51076,NA
