"SXQ260.Code.or.Value","SXQ260.Value.Description","SXQ260.Count","SXQ260.Cumulative","SXQ260.Skip.to.Item"
"1","Yes",122,122,NA
"2","No",2484,2606,NA
"7","Refused",2,2608,NA
"9","Don't know",3,2611,NA
".","Missing",674,3285,NA
