"PAQ744.Code.or.Value","PAQ744.Value.Description","PAQ744.Count","PAQ744.Cumulative","PAQ744.Skip.to.Item"
"1","Yes",556,556,""
"2","No",123,679,"PAQ755"
"7","Refused",0,679,"PAQ755"
"9","Don't know",0,679,"PAQ755"
".","Missing",8805,9484,""
