"AUXLR239.Code.or.Value","AUXLR239.Value.Description","AUXLR239.Count","AUXLR239.Cumulative","AUXLR239.Skip.to.Item"
"-37 to 46","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
