"AUDTYR06.Code.or.Value","AUDTYR06.Value.Description","AUDTYR06.Count","AUDTYR06.Cumulative","AUDTYR06.Skip.to.Item"
"0 to 1.31","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
