"RFXC149.Code.or.Value","RFXC149.Value.Description","RFXC149.Count","RFXC149.Cumulative","RFXC149.Skip.to.Item"
"-6.541 to 7.518","Range of Values",51052,51052,NA
".","Missing",24,51076,NA
