"RFXT040.Code.or.Value","RFXT040.Value.Description","RFXT040.Count","RFXT040.Cumulative","RFXT040.Skip.to.Item"
"336 to 345","Range of Values",51066,51066,NA
".","Missing",10,51076,NA
