"WBXF001.Code.or.Value","WBXF001.Value.Description","WBXF001.Count","WBXF001.Cumulative","WBXF001.Skip.to.Item"
"226 to 226","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
