"DBD040.Code.or.Value","DBD040.Value.Description","DBD040.Count","DBD040.Cumulative","DBD040.Skip.to.Item"
"1 to 547","Range of Values",1521,1521,""
"0","Never on a daily basis",168,1689,"DBD060"
"777777","Refused",0,1689,""
"999999","Don't know",10,1699,""
".","Missing",8266,9965,""
