"ORXH53.Code.or.Value","ORXH53.Value.Description","ORXH53.Count","ORXH53.Cumulative","ORXH53.Skip.to.Item"
"1","Positive",16,16,NA
"2","Negative",4831,4847,NA
"3","Not evaluated",455,5302,NA
".","Missing",0,5302,NA
