"TYXP213.Code.or.Value","TYXP213.Value.Description","TYXP213.Count","TYXP213.Cumulative","TYXP213.Skip.to.Item"
"-297 to -25","Range of Values",442,442,NA
".","Missing",8027,8469,NA
