"SMQ840.Code.or.Value","SMQ840.Value.Description","SMQ840.Count","SMQ840.Cumulative","SMQ840.Skip.to.Item"
"1","Today",9,9,NA
"2","Yesterday",9,18,NA
"3","3 to 5 days ago",6,24,NA
"7","Refused",0,24,NA
"9","Don't know",0,24,NA
".","Missing",6720,6744,NA
