"AUXRR136.Code.or.Value","AUXRR136.Value.Description","AUXRR136.Count","AUXRR136.Cumulative","AUXRR136.Skip.to.Item"
"-59 to 60","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
