"AUDTYR50.Code.or.Value","AUDTYR50.Value.Description","AUDTYR50.Count","AUDTYR50.Cumulative","AUDTYR50.Skip.to.Item"
"0 to 3.47","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
