"RFXT019.Code.or.Value","RFXT019.Value.Description","RFXT019.Count","RFXT019.Cumulative","RFXT019.Skip.to.Item"
"150 to 159","Range of Values",51072,51072,NA
".","Missing",4,51076,NA
