"SXQ292.Code.or.Value","SXQ292.Value.Description","SXQ292.Count","SXQ292.Cumulative","SXQ292.Skip.to.Item"
"1","heterosexual or straight (attracted to women)",1199,1199,NA
"2","homosexual or gay (attracted to men)",25,1224,NA
"3","bisexual (attracted to men and women)",13,1237,NA
"4","Something else, or",0,1237,NA
"5","Not sure?",22,1259,NA
"7","Refused",1,1260,NA
"9","Don't know",6,1266,NA
".","Missing",1726,2992,NA
