"AUDTYR13.Code.or.Value","AUDTYR13.Value.Description","AUDTYR13.Count","AUDTYR13.Cumulative","AUDTYR13.Skip.to.Item"
"0 to 1.38","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
