"AUXLR145.Code.or.Value","AUXLR145.Value.Description","AUXLR145.Count","AUXLR145.Cumulative","AUXLR145.Skip.to.Item"
"-31 to 58","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
