"DUQ250.Code.or.Value","DUQ250.Value.Description","DUQ250.Count","DUQ250.Cumulative","DUQ250.Skip.to.Item"
"1","Yes",580,580,""
"2","No",23,603,"DUQ290"
"7","Refused",0,603,"DUQ290"
"9","Don't know",0,603,"DUQ290"
".","Missing",2682,3285,""
