"AUXRR232.Code.or.Value","AUXRR232.Value.Description","AUXRR232.Count","AUXRR232.Cumulative","AUXRR232.Skip.to.Item"
"-21 to 64","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
