"RFXC038.Code.or.Value","RFXC038.Value.Description","RFXC038.Count","RFXC038.Cumulative","RFXC038.Skip.to.Item"
"-6.104 to 3.567","Range of Values",51066,51066,NA
".","Missing",10,51076,NA
