"DBD301.Code.or.Value","DBD301.Value.Description","DBD301.Count","DBD301.Cumulative","DBD301.Skip.to.Item"
"1","Yes",72,72,NA
"2","No",1792,1864,NA
"7","Refused",3,1867,NA
"9","Don't know",0,1867,NA
".","Missing",9172,11039,NA
