"AUXRR258.Code.or.Value","AUXRR258.Value.Description","AUXRR258.Count","AUXRR258.Cumulative","AUXRR258.Skip.to.Item"
"-10 to 48","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
