"AUXLR259.Code.or.Value","AUXLR259.Value.Description","AUXLR259.Count","AUXLR259.Cumulative","AUXLR259.Skip.to.Item"
"-35 to 42","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
