"RHQ570.Code.or.Value","RHQ570.Value.Description","RHQ570.Count","RHQ570.Cumulative","RHQ570.Skip.to.Item"
"1","Yes",92,92,""
"2","No",347,439,"RHQ578"
"7","Refused",0,439,"RHQ578"
"9","Don't know",42,481,"RHQ578"
".","Missing",3036,3517,""
