"LBD178LC.Code.or.Value","LBD178LC.Value.Description","LBD178LC.Count","LBD178LC.Cumulative","LBD178LC.Skip.to.Item"
"0","At or above the detection limit",237,237,NA
"1","Below lower detection limit",43,280,NA
".","Missing",21,301,NA
