"DBQ010.Code.or.Value","DBQ010.Value.Description","DBQ010.Count","DBQ010.Cumulative","DBQ010.Skip.to.Item"
"1","Yes",1246,1246,""
"2","No",283,1529,"DBD041"
"7","Refused",0,1529,"DBD041"
"9","Don't know",10,1539,"DBD041"
".","Missing",7715,9254,""
