"OCQ210.Code.or.Value","OCQ210.Value.Description","OCQ210.Count","OCQ210.Cumulative","OCQ210.Skip.to.Item"
"1","Yes",325,325,NA
"2","No",685,1010,NA
"7","Refused",0,1010,NA
"9","Don't know",0,1010,NA
".","Missing",5203,6213,NA
