"AUXRR230.Code.or.Value","AUXRR230.Value.Description","AUXRR230.Count","AUXRR230.Cumulative","AUXRR230.Skip.to.Item"
"-45 to 55","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
