"AUXLR154.Code.or.Value","AUXLR154.Value.Description","AUXLR154.Count","AUXLR154.Cumulative","AUXLR154.Skip.to.Item"
"-18 to 128","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
