"AUXRR251.Code.or.Value","AUXRR251.Value.Description","AUXRR251.Count","AUXRR251.Cumulative","AUXRR251.Skip.to.Item"
"-31 to 48","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
