"CIQD041.Code.or.Value","CIQD041.Value.Description","CIQD041.Count","CIQD041.Cumulative","CIQD041.Skip.to.Item"
"1","Yes",48,48,NA
"2","No",63,111,NA
"7","Refuse",0,111,NA
"9","Don't know",0,111,NA
".","Missing",817,928,NA
