"AUDTYL01.Code.or.Value","AUDTYL01.Value.Description","AUDTYL01.Count","AUDTYL01.Cumulative","AUDTYL01.Skip.to.Item"
"0 to 2.06","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
