"SMQ680.Code.or.Value","SMQ680.Value.Description","SMQ680.Count","SMQ680.Cumulative","SMQ680.Skip.to.Item"
"1","Yes",1551,1551,""
"2","No",4783,6334,"SMAQUEX"
"7","Refused",1,6335,"SMAQUEX"
"9","Don't know",0,6335,"SMAQUEX"
".","Missing",582,6917,""
