"CBQ611.Code.or.Value","CBQ611.Value.Description","CBQ611.Count","CBQ611.Cumulative","CBQ611.Skip.to.Item"
"1","Yes",365,365,NA
"2","No",688,1053,NA
"7","Refused",0,1053,NA
"9","Don't know",1,1054,NA
".","Missing",9121,10175,NA
