"AUXRR281.Code.or.Value","AUXRR281.Value.Description","AUXRR281.Count","AUXRR281.Cumulative","AUXRR281.Skip.to.Item"
"-7 to 28","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
