"VIQ180.Code.or.Value","VIQ180.Value.Description","VIQ180.Count","VIQ180.Cumulative","VIQ180.Skip.to.Item"
"1","Yes",94,94,""
"2","No",6443,6537,"VIQ200"
"9","Don't know",10,6547,"VIQ200"
".","Missing",433,6980,""
