"AUDTYL08.Code.or.Value","AUDTYL08.Value.Description","AUDTYL08.Count","AUDTYL08.Cumulative","AUDTYL08.Skip.to.Item"
"0 to 2.59","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
