"FSD092.Code.or.Value","FSD092.Value.Description","FSD092.Count","FSD092.Cumulative","FSD092.Skip.to.Item"
"1","Yes",229,229,NA
"2","No",1133,1362,NA
"7","Refused",0,1362,NA
"9","Don't know",0,1362,NA
".","Missing",8986,10348,NA
