"DUQ300.Code.or.Value","DUQ300.Value.Description","DUQ300.Count","DUQ300.Cumulative","DUQ300.Skip.to.Item"
"9 to 46","Range of Values",75,75,NA
"77","Refused",0,75,NA
"99","Don't know",0,75,NA
".","Missing",4550,4625,NA
