"AUXRR218.Code.or.Value","AUXRR218.Value.Description","AUXRR218.Count","AUXRR218.Cumulative","AUXRR218.Skip.to.Item"
"-22 to 64","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
