"FSD081.Code.or.Value","FSD081.Value.Description","FSD081.Count","FSD081.Cumulative","FSD081.Skip.to.Item"
"1","Yes",361,361,NA
"2","No",2960,3321,NA
"7","Refused",2,3323,NA
"9","Don't know",5,3328,NA
".","Missing",6847,10175,NA
