"OHQ835.Code.or.Value","OHQ835.Value.Description","OHQ835.Count","OHQ835.Cumulative","OHQ835.Skip.to.Item"
"1","Yes",853,853,NA
"2","No",3887,4740,NA
"7","Refused",0,4740,NA
"9","Don't know",73,4813,NA
".","Missing",4957,9770,NA
