"AUDTYL67.Code.or.Value","AUDTYL67.Value.Description","AUDTYL67.Count","AUDTYL67.Cumulative","AUDTYL67.Skip.to.Item"
"0 to 3.34","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
