"AUXRR262.Code.or.Value","AUXRR262.Value.Description","AUXRR262.Count","AUXRR262.Cumulative","AUXRR262.Skip.to.Item"
"-41 to 56","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
