"TYXP112.Code.or.Value","TYXP112.Value.Description","TYXP112.Count","TYXP112.Cumulative","TYXP112.Skip.to.Item"
"-286 to 60","Range of Values",8430,8430,NA
".","Missing",39,8469,NA
