"AUXRR258.Code.or.Value","AUXRR258.Value.Description","AUXRR258.Count","AUXRR258.Cumulative","AUXRR258.Skip.to.Item"
"-54 to 59","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
