"RHQ554.Code.or.Value","RHQ554.Value.Description","RHQ554.Count","RHQ554.Cumulative","RHQ554.Skip.to.Item"
"1","Yes",338,338,""
"2","No",70,408,"RHQ562"
"7","Refused",0,408,"RHQ562"
"9","Don't know",39,447,"RHQ562"
".","Missing",3298,3745,""
