"CIQD021.Code.or.Value","CIQD021.Value.Description","CIQD021.Count","CIQD021.Cumulative","CIQD021.Skip.to.Item"
"1 to 26","Range of Values",49,49,NA
"100","100 +",0,49,NA
"777","Refuse",0,49,NA
"999","Don't know",2,51,NA
".","Missing",799,850,NA
