"CIQP55.Code.or.Value","CIQP55.Value.Description","CIQP55.Count","CIQP55.Cumulative","CIQP55.Skip.to.Item"
"4 to 6","Range of Values",2,2,NA
"900","900 +",0,2,NA
"7777","Refused",0,2,NA
"9999","Don't know",0,2,NA
".","Missing",776,778,NA
