"AUDTYR62.Code.or.Value","AUDTYR62.Value.Description","AUDTYR62.Count","AUDTYR62.Cumulative","AUDTYR62.Skip.to.Item"
"0 to 1.94","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
