"AUXLR114.Code.or.Value","AUXLR114.Value.Description","AUXLR114.Count","AUXLR114.Cumulative","AUXLR114.Skip.to.Item"
"-49 to 42","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
