"DBQ421.Code.or.Value","DBQ421.Value.Description","DBQ421.Count","DBQ421.Cumulative","DBQ421.Skip.to.Item"
"1","Free",850,850,NA
"2","Reduced price",115,965,NA
"3","Full price",165,1130,NA
"7","Refused",0,1130,NA
"9","Don't know",2,1132,NA
".","Missing",8990,10122,NA
