"PAQ610.Code.or.Value","PAQ610.Value.Description","PAQ610.Count","PAQ610.Cumulative","PAQ610.Skip.to.Item"
"1 to 7","Range of Values",1302,1302,""
"77","Refused",0,1302,"PAQ620"
"99","Don't know",1,1303,"PAQ620"
".","Missing",8056,9359,""
