"AUXLR223.Code.or.Value","AUXLR223.Value.Description","AUXLR223.Count","AUXLR223.Cumulative","AUXLR223.Skip.to.Item"
"-25 to 61","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
