"DBD100.Code.or.Value","DBD100.Value.Description","DBD100.Count","DBD100.Cumulative","DBD100.Skip.to.Item"
"1","Rarely",2610,2610,NA
"2","Occasionally",1709,4319,NA
"3","Very often",1393,5712,NA
"7","Refused",0,5712,NA
"9","Don't know",8,5720,NA
".","Missing",3923,9643,NA
