"AUXRR136.Code.or.Value","AUXRR136.Value.Description","AUXRR136.Count","AUXRR136.Cumulative","AUXRR136.Skip.to.Item"
"-33 to 74","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
