"AUDTYR69.Code.or.Value","AUDTYR69.Value.Description","AUDTYR69.Count","AUDTYR69.Cumulative","AUDTYR69.Skip.to.Item"
"0 to 0.91","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
