"LBD028LC.Code.or.Value","LBD028LC.Value.Description","LBD028LC.Count","LBD028LC.Cumulative","LBD028LC.Skip.to.Item"
"0","At or above the detection limit",274,274,NA
"1","Below lower detection limit",25,299,NA
".","Missing",2,301,NA
