"WBXA100.Code.or.Value","WBXA100.Value.Description","WBXA100.Count","WBXA100.Cumulative","WBXA100.Skip.to.Item"
"-37.3245 to 0.9947","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
